ID,Weight_Ind,Region,Area_type,Household Number,Q203_1,Q207a,Q207b,Q301a_1,Q301a_2,Q301a_3,Q301a_4,Q301a_5,Q301a_6,Q301a_7,Q301a_8,Q303,Q304_1,Q401_1,Q503,Q505b,Q506,Q507,Q601a,Q601b_1,Q1201,Q1202,Q1208,Q1209_1,Q1213,Q1214,Age,Gender,Income,Marital,Banked/Unbanked,Credit,Saving,Remittances,Education,Income_Sources,Age2
3068,2434.099064,Northern,Urban,3,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I do not receive income,None,I prefer getting the money in cash,No income,No income,34,Male,No,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Remittance Dependent,31 - 35 yrs
3069,2434.099064,Northern,Urban,3,Television,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,"Account charges and fees are too high  (e.g. Account opening fee, monthly maintenance fee)",None of these,,,,Yes,Susu collector / group,Yes,I receive most of my income from selling food that I grow or,None,Takes too long for the money to go into my account,Don't know,Don't know,32,Male,Yes,Never married,Other formal (non-bank),Credit from other formal (non-bank),Saving informally,Remitting informally,Secondary education,Farming and Fishing,31 - 35 yrs
3070,2434.099064,Northern,Urban,7,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I cannot afford to maintain a minimum balance in the bank,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income as goods / services,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢1001 - GH¢1200 per month,Not indicated,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Self employed,
3071,2434.099064,Northern,Urban,4,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Bank queues,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income as goods / services,Have no income,,Below GH¢200 per month,Below GH¢200 per month,45,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,41 - 45 yrs
3072,2434.099064,Northern,Urban,5,Household members,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,Below GH¢200 per month,50,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
3074,6832.558785,Northern,Urban,1,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,Yes,21 to 30 minutes,Yes,Bank,Yes,I received most of my income as money,Some,,Don't know,Don't know,32,Male,Yes,Never married,Banked,Credit from informal sources,Saving at bank,Not remitting,Secondary education,Formally employed Private,31 - 35 yrs
3075,6832.558785,Northern,Urban,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,I walk,Yes,31 to 60 minutes,Yes,Susu collector / group,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,33,Male,Yes,Never married,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Farming and Fishing,31 - 35 yrs
3076,6832.558785,Northern,Urban,3,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,Yes,21 to 30 minutes,Yes,Bank,Yes,I receive most of my income as goods / services,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,40,Female,Yes,Widowed,Banked,Credit from other formal (non-bank),Saving at bank,Not remitting,Secondary education,Self employed,36 - 40 yrs
3077,6832.558785,Northern,Urban,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,Taxi,Yes,31 to 60 minutes,Yes,Susu collector / group,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,27,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Self employed,26 - 30 yrs
3078,6832.558785,Northern,Urban,2,Television,Yes,No,Used to but no longer have,Never had,Used to but no longer have,Never had,Never had,Not answered/Missing data,Not answered/Missing data,Not answered/Missing data,No,,Banks offer low interest or returns,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,57,Male,Yes,Married,Excluded,Credit from family and friends,Saving at home,Remiting through family and friends,No formal education,Self employed,46+ yrs
3079,6832.558785,Northern,Urban,5,Television,Yes,Yes,Have now,Never had,Have now,Never had,Never had,Never had,Never had,Have now,No,,,Bank,Own bicycle/Motorcycle,Yes,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,All,,GH¢201 - GH¢400 per month,GH¢601 - GH¢800 per month,55,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Tertiary education,Formally employed Private,46+ yrs
3080,6832.558785,Northern,Urban,10,Television,No,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,10 to 20 minutes,Yes,Bank,No,I received most of my income as money,Most,,Below GH¢200 per month,GH¢401 - GH¢600 per month,23,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Self employed,21 - 25 yrs
3081,6832.558785,Northern,Urban,5,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,I walk,No,31 to 60 minutes,Yes,Susu collector / group,Yes,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,38,Male,Yes,Married,Informal,Credit from informal sources,Saving informally,Not remitting,No formal education,Self employed,36 - 40 yrs
3082,6832.558785,Northern,Urban,6,Friends/Colleagues,Yes,Yes,Never had,Have now,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,Yes,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Not answered/Missing Data,Not answered/Missing Data,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,52,Female,Yes,Widowed,Banked,Credit from informal sources,Saving at bank,Not remitting,Primary education,Other Income,46+ yrs
3083,6832.558785,Northern,Urban,5,Friends/Colleagues,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,Not answered/Missing Data,Not answered/Missing Data,Below GH¢200 per month,Don't know,47,Female,No,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,46+ yrs
3084,6832.558785,Northern,Urban,4,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Have now,No,,,Bank,Own bicycle/Motorcycle,No,10 to 20 minutes,Yes,Bank,No,I received most of my income as money,Most,,Below GH¢200 per month,GH¢201 - GH¢400 per month,32,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Self employed,31 - 35 yrs
3085,7489.53555,Northern,Rural,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,Don't know,42,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Dont Know,41 - 45 yrs
3086,7489.53555,Northern,Rural,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,Others Specify,Below GH¢200 per month,Don't know,36,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,36 - 40 yrs
3087,7489.53555,Northern,Rural,3,Television,Yes,Yes,Have now,Used to but no longer have,Have now,Used to but no longer have,Never had,Never had,Never had,Never had,No,,,Bank,Bus,No,Over 2 hours but less than 3 hours,Yes,Bank,Yes,I received most of my income as money,Most,,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,28,Male,Yes,Married,Banked,Credit from other formal (non-bank),Saving at bank,Remitting through bank,Secondary education,Self employed,26 - 30 yrs
3088,7489.53555,Northern,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I want to avoid bank charges,Below GH¢200 per month,GH¢801 - GH¢1000 per month,51,Male,Yes,Married,Other formal (non-bank),Credit from informal sources,Saving at home,Remiting through family and friends,No formal education,Farming and Fishing,46+ yrs
3089,7489.53555,Northern,Rural,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,Under 10 minutes,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,Some,,GH¢201 - GH¢400 per month,GH¢1001 - GH¢1200 per month,57,Male,Yes,Married,Banked,Credit from informal sources,Saving at bank,Remitting through bank,No formal education,Farming and Fishing,46+ yrs
3090,7489.53555,Northern,Rural,5,Household members,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I can't read or write,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢601 - GH¢800 per month,Don't know,50,Female,Yes,Widowed,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing,46+ yrs
3091,7489.53555,Northern,Rural,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,"Account charges and fees are too high  (e.g. Account opening fee, monthly maintenance fee)",None of these,,,,No,,No,I received most of my income as money,None,To avoid making the trip to the bank,GH¢601 - GH¢800 per month,GH¢1001 - GH¢1200 per month,57,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing,46+ yrs
3092,7489.53555,Northern,Rural,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,It costs too much to get to the bank,None of these,,,,Yes,With a family / household member / friend,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,GH¢601 - GH¢800 per month,58,Female,Yes,Widowed,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Farming and Fishing,46+ yrs
3093,7489.53555,Northern,Rural,8,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Don't use  financial institution,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢401 - GH¢600 per month,55,Male,Yes,Married,Other formal (non-bank),Credit from informal sources,Saving at home,Remitting informally,No formal education,Farming and Fishing,46+ yrs
3094,7489.53555,Northern,Rural,7,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Don't use  financial institution,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,48,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
3095,7489.53555,Northern,Rural,8,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,Have no income,,Below GH¢200 per month,Don't know,45,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,41 - 45 yrs
3096,7489.53555,Northern,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,Under 10 minutes,Yes,Susu collector / group,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢401 - GH¢600 per month,30,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Farming and Fishing,26 - 30 yrs
3097,6832.558785,Northern,Urban,2,Friends/Colleagues,Yes,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,32,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,31 - 35 yrs
3098,6832.558785,Northern,Urban,15,Friends/Colleagues,Yes,No,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Own bicycle/Motorcycle,No,Under 10 minutes,No,,No,I received most of my income as money,None,To avoid making the trip to the bank,GH¢201 - GH¢400 per month,GH¢801 - GH¢1000 per month,40,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting through bank,No formal education,Self employed,36 - 40 yrs
3099,6832.558785,Northern,Urban,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,29,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Self employed,26 - 30 yrs
3100,6832.558785,Northern,Urban,2,Television,Yes,Yes,Have now,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I receive most of my income as goods / services,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢401 - GH¢600 per month,47,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting through bank,Secondary education,Self employed,46+ yrs
3101,6832.558785,Northern,Urban,3,Television,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,41,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,No formal education,Self employed,41 - 45 yrs
3102,6832.558785,Northern,Urban,6,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,I don't have enough money or income,Bank,Own bicycle/Motorcycle,No,Under 10 minutes,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,69,Male,Yes,Married,Banked,Not borrowing,Saving at home,Not remitting,Primary education,Remittance Dependent,46+ yrs
3103,6832.558785,Northern,Urban,4,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,Susu collector / group,No,I receive most of my income as goods / services,None,Not answered/Missing Data,Below GH¢200 per month,GH¢401 - GH¢600 per month,46,Female,Yes,Married,Other formal (non-bank),Credit from other formal (non-bank),Saving informally,Remiting through family and friends,No formal education,Self employed,46+ yrs
3104,6832.558785,Northern,Urban,1,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,It costs too much to get to the bank,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,59,Male,Yes,Married,Informal,Not borrowing,Saving informally,Remiting through family and friends,No formal education,Farming and Fishing,46+ yrs
3105,6832.558785,Northern,Urban,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,"Account charges and fees are too high  (e.g. Account opening fee, monthly maintenance fee)",None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢601 - GH¢800 per month,GH¢1601 - GH¢1800 per month,32,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Secondary education,Informally employed,31 - 35 yrs
3106,6832.558785,Northern,Urban,6,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,Bank,,,,Yes,Bank,No,I received most of my income as money,All,,GH¢801 - GH¢1000 per month,Don't know,38,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Formally employed Private,36 - 40 yrs
3107,6832.558785,Northern,Urban,1,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks have inconvenient hours of operation,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,Have no income,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,60,Female,No,Separated,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Remittance Dependent,46+ yrs
3108,6832.558785,Northern,Urban,2,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Transactions take too long,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income as goods / services,Have no income,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,35,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,31 - 35 yrs
3109,5485.293661,Northern,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,Not answered/Missing Data,Below GH¢200 per month,Below GH¢200 per month,44,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,41 - 45 yrs
3110,5485.293661,Northern,Rural,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,GH¢801 - GH¢1000 per month,GH¢801 - GH¢1000 per month,50,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing,46+ yrs
3111,5485.293661,Northern,Rural,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,59,Male,Yes,Married,Excluded,Credit from family and friends,Not saving,Not remitting,No formal education,Farming and Fishing,46+ yrs
3112,5485.293661,Northern,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,42,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,41 - 45 yrs
3113,5485.293661,Northern,Rural,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,32,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,31 - 35 yrs
3114,5485.293661,Northern,Rural,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,56,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,46+ yrs
3115,5485.293661,Northern,Rural,7,Friends/Colleagues,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,I walk,No,10 to 20 minutes,Yes,Susu collector / group,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,31,Female,Yes,Never married,Informal,Credit from informal sources,Saving informally,Remitting informally,Primary education,Self employed,31 - 35 yrs
3116,5485.293661,Northern,Rural,5,Not answered/Missing data,Not answered/Missing data,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,Below GH¢200 per month,48,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
3117,5485.293661,Northern,Rural,2,Not answered/Missing data,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,Below GH¢200 per month,47,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
3118,5485.293661,Northern,Rural,7,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,30,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,26 - 30 yrs
3119,5485.293661,Northern,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income as goods / services,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,Below GH¢200 per month,49,Male,Yes,Married,Informal,Not borrowing,Saving at home,Remitting informally,No formal education,Farming and Fishing,46+ yrs
3120,5485.293661,Northern,Rural,3,Newspaper,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,19,Male,Yes,Never married,Excluded,Credit from family and friends,Saving at home,Not remitting,Secondary education,Farming and Fishing,18 - 20 yrs
3121,5262.916878,Northern,Urban,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Own bicycle/Motorcycle,No,Between I to 2 hours,Yes,Bank,Yes,I received most of my income as money,Some,,Below GH¢200 per month,Below GH¢200 per month,58,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,No formal education,Formally employed Private,46+ yrs
3122,3066.581512,Northern,Rural,15,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,62,Female,No,Widowed,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Remittance Dependent,46+ yrs
3123,5262.916878,Northern,Urban,9,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,It costs too much to get to the bank,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,30,Female,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,26 - 30 yrs
3125,5262.916878,Northern,Urban,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,25,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing,21 - 25 yrs
3126,5262.916878,Northern,Urban,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Have now,No,,,Bank,Own bicycle/Motorcycle,No,21 to 30 minutes,Yes,Bank,No,I received most of my income as money,Most,,Below GH¢200 per month,Below GH¢200 per month,39,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Vocational/Specialised training,Formally employed Private,36 - 40 yrs
3127,5262.916878,Northern,Urban,6,Television,Yes,No,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Own bicycle/Motorcycle,No,21 to 30 minutes,Yes,Bank,Yes,I received most of my income as money,Some,,Below GH¢200 per month,Below GH¢200 per month,45,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Vocational/Specialised training,Formally employed Private,41 - 45 yrs
3128,5262.916878,Northern,Urban,4,Television,Yes,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,Some,,GH¢601 - GH¢800 per month,GH¢601 - GH¢800 per month,34,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,31 - 35 yrs
3129,5262.916878,Northern,Urban,5,Television,Yes,No,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Own bicycle/Motorcycle,Yes,21 to 30 minutes,Yes,Bank,Yes,I received most of my income as money,Some,,Below GH¢200 per month,Below GH¢200 per month,48,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Vocational/Specialised training,Formally employed Private,46+ yrs
3130,5262.916878,Northern,Urban,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,GH¢401 - GH¢600 per month,36,Male,Yes,Married,Informal,Not borrowing,Saving at home,Remitting informally,No formal education,Farming and Fishing,36 - 40 yrs
3131,5262.916878,Northern,Urban,4,Television,No,Yes,Have now,Never had,Never had,Have now,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,Yes,Over 2 hours but less than 3 hours,Yes,Bank,No,I received most of my income as money,Most,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,40,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting through bank,Secondary education,Self employed,36 - 40 yrs
3132,5262.916878,Northern,Urban,3,Television,Yes,Yes,Have now,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Bus,No,Between I to 2 hours,Yes,Bank,Yes,I received most of my income as money,Some,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,41,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Remitting through bank,Secondary education,Farming and Fishing,41 - 45 yrs
3133,3066.581512,Northern,Rural,4,Friends/Colleagues,Not answered/Missing data,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Not answered/Missing Data,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,69,Male,Yes,Married,Excluded,Not borrowing,Not saving,Remiting through family and friends,No formal education,Farming and Fishing,46+ yrs
3134,3066.581512,Northern,Rural,5,Friends/Colleagues,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,I walk,No,10 to 20 minutes,Yes,Susu collector / group,No,I received most of my income as money,None,Not answered/Missing Data,Below GH¢200 per month,Below GH¢200 per month,25,Female,Yes,Married,Other formal (non-bank),Not borrowing,Saving informally,Remiting through family and friends,No formal education,Dont Know,21 - 25 yrs
