CIF_NO,CODE_GENDER,NAME_EDUCATION_TYPE,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,ORGANIZATION_TYPE,CNT_CHILDREN,OCCUPATION_TYPE,AMT_INCOME_TOTAL,DAYS_EMPLOYED,CREDIT_LIMIT
79524537,M,Higher education,Y,House / apartment,Trade: type 7,0,Managers,202500,-3204,90000000
82475405,F,Secondary / secondary special,N,House / apartment,Services,1,Sales staff,216000,-277,0
80367231,F,Higher education,Y,House / apartment,XNA,0,,135000,365243,0
79429469,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,54000,-2535,60000000
82661338,F,Higher education,Y,House / apartment,XNA,0,,67500,365243,5000000
82669682,F,Secondary / secondary special,Y,House / apartment,Self-employed,2,Sales staff,90000,-1125,0
82675961,F,Higher education,Y,House / apartment,Other,0,Core staff,202500,-5817,30000000
82050277,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,135000,-4813,60000000
82075545,F,Secondary / secondary special,N,With parents,Kindergarten,0,Core staff,54000,-445,50000000
82176373,F,Higher education,N,House / apartment,Other,1,Core staff,108000,-5214,20000000
82295876,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,0
82296993,M,Secondary / secondary special,N,House / apartment,Construction,1,Laborers,202500,-498,10000000
79881638,M,Higher education,N,Co-op apartment,Business Entity Type 3,1,Laborers,135000,-1846,20000000
79073795,F,Secondary / secondary special,Y,House / apartment,XNA,0,,202500,365243,20000000
82310537,M,Higher education,N,House / apartment,Business Entity Type 3,1,,180000,-818,30000000
80613764,F,Secondary / secondary special,N,Co-op apartment,Business Entity Type 3,0,Cooking staff,112500,-1781,80000000
81190335,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,204750,-1495,30000000
82390357,F,Higher education,Y,House / apartment,Bank,0,Core staff,157500,-1221,0
82423012,F,Secondary / secondary special,Y,House / apartment,Postal,0,Laborers,153000,-2860,80000000
82442500,F,Secondary / secondary special,Y,Office apartment,Medicine,0,Medicine staff,207000,-12538,20000000
77456478,F,Secondary / secondary special,Y,Municipal apartment,Security,0,Security staff,90000,-2270,10000000
76319238,M,Secondary / secondary special,Y,House / apartment,Police,2,Drivers,202500,-3357,60000000
76568865,F,Secondary / secondary special,Y,House / apartment,Government,1,,189000,-2315,30000000
76568776,F,Secondary / secondary special,Y,House / apartment,Other,2,,135000,-3261,0
76578551,F,Higher education,Y,House / apartment,Housing,0,Core staff,157500,-527,20000000
75035219,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,202500,-1496,80000000
76571691,F,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,80000000
76571744,M,Secondary / secondary special,N,With parents,Transport: type 4,0,Laborers,135000,-159,0
75134154,F,Secondary / secondary special,Y,House / apartment,Housing,1,,90000,-1168,20000000
77514498,M,Higher education,Y,House / apartment,Security,0,Security staff,180000,-694,80000000
77520228,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Drivers,157500,-338,30000000
74848781,M,Incomplete higher,Y,House / apartment,Business Entity Type 3,1,,202500,-1010,50000000
79663509,F,Higher education,N,House / apartment,Self-employed,0,Drivers,112500,-1273,20000000
78578169,M,Higher education,Y,With parents,Business Entity Type 3,0,IT staff,90000,-672,0
73073423,M,Secondary / secondary special,Y,House / apartment,Self-employed,2,Laborers,315000,-6361,0
73259173,F,Secondary / secondary special,N,House / apartment,Industry: type 3,0,High skill tech staff,94500,-9917,0
73032043,M,Higher education,N,House / apartment,Self-employed,1,,67500,-3160,0
73167162,M,Higher education,Y,With parents,Business Entity Type 3,1,Laborers,315000,-986,0
74717526,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Laborers,315000,-5707,0
75023016,M,Higher education,N,House / apartment,Business Entity Type 3,0,,225000,-958,2000000
73004514,F,Secondary / secondary special,Y,House / apartment,Kindergarten,3,Core staff,157500,-2670,0
73004516,F,Secondary / secondary special,Y,House / apartment,XNA,0,,180000,365243,0
75072911,F,Higher education,Y,House / apartment,Business Entity Type 3,0,,117000,-2989,20000000
73004521,F,Secondary / secondary special,Y,House / apartment,Industry: type 12,1,Laborers,90000,-6356,3000000
77212794,F,Incomplete higher,Y,House / apartment,Bank,1,Core staff,135000,-1110,60000000
76581825,M,Secondary / secondary special,N,With parents,Business Entity Type 3,0,Laborers,135000,-4922,6000000
76586528,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,,112500,-3653,0
77298864,F,Secondary / secondary special,N,House / apartment,Government,0,Sales staff,112500,-4477,0
76708658,F,Higher education,N,House / apartment,XNA,0,,211500,365243,20000000
76712275,M,Secondary / secondary special,N,House / apartment,Industry: type 7,1,Laborers,180000,-3076,20000000
76714300,F,Secondary / secondary special,Y,House / apartment,Kindergarten,0,Cooking staff,180000,-5878,0
76248633,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,Sales staff,112500,-1378,30000000
76251944,F,Secondary / secondary special,N,With parents,Self-employed,0,Core staff,112500,-1374,0
76250597,F,Higher education,N,House / apartment,Self-employed,0,Managers,225000,-2945,0
76420356,M,Higher education,Y,House / apartment,Other,0,Managers,270000,-2444,30000000
79317054,M,Secondary / secondary special,Y,Rented apartment,Trade: type 7,0,Drivers,157500,-4810,80000000
74037719,F,Secondary / secondary special,Y,House / apartment,XNA,2,,180000,365243,0
78605609,F,Secondary / secondary special,Y,House / apartment,XNA,0,,81000,365243,10000000
77381520,M,Secondary / secondary special,Y,House / apartment,Telecom,1,,180000,-1038,30000000
78503738,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,20000000
79497766,F,Secondary / secondary special,Y,House / apartment,Realtor,0,Realty agents,675000,-2788,30000000
73244862,F,Incomplete higher,N,With parents,Trade: type 2,0,Core staff,121500,-376,60000000
74468572,F,Higher education,N,House / apartment,Security Ministries,0,Managers,162000,-1382,4000000
73289048,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,90000,-395,0
73288292,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,1,Laborers,112500,-1336,0
74349432,F,Secondary / secondary special,N,House / apartment,Industry: type 3,0,Sales staff,72000,-272,20000000
73287410,F,Higher education,Y,House / apartment,School,0,Core staff,202500,-6193,30000000
73627319,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,1,Laborers,202500,-2122,0
73694109,F,Higher education,Y,House / apartment,Other,0,,157500,-7019,6000000
74509244,F,Secondary / secondary special,Y,House / apartment,School,0,,31500,-5122,5000000
73915992,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Drivers,121500,-292,30000000
74447345,F,Higher education,Y,House / apartment,XNA,0,,202500,365243,0
74297904,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,0
74580572,F,Secondary / secondary special,N,House / apartment,Other,0,Sales staff,180000,-1731,30000000
74580716,F,Higher education,Y,Municipal apartment,Trade: type 6,0,High skill tech staff,157500,-548,30000000
74020845,M,Higher education,N,House / apartment,Industry: type 10,0,Core staff,202500,-1189,30000000
75026500,F,Incomplete higher,Y,With parents,Self-employed,0,Core staff,81000,-1649,50000000
73134755,F,Secondary / secondary special,N,House / apartment,XNA,0,,216000,365243,5000000
74472136,F,Lower secondary,Y,House / apartment,Business Entity Type 3,0,Laborers,112500,-2656,10000000
74703019,F,Higher education,Y,House / apartment,Business Entity Type 3,2,Accountants,135000,-460,20000000
74454708,F,Higher education,Y,House / apartment,Government,0,Core staff,112500,-402,30000000
74785431,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,72000,-266,30000000
73170406,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,High skill tech staff,90000,-3203,0
74291440,F,Higher education,Y,House / apartment,Government,0,Core staff,157500,-3051,0
73186294,F,Incomplete higher,N,With parents,Business Entity Type 3,0,,112500,-453,0
74111089,M,Secondary / secondary special,N,House / apartment,Transport: type 3,0,Drivers,180000,-897,0
74174534,M,Secondary / secondary special,Y,House / apartment,XNA,0,,270000,365243,80000000
74174558,F,Secondary / secondary special,Y,House / apartment,Hotel,0,Cooking staff,229500,-2915,0
74174562,F,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,0
74174565,M,Secondary / secondary special,N,House / apartment,Military,0,Laborers,126000,-1401,0
74439581,F,Secondary / secondary special,N,House / apartment,Transport: type 3,1,High skill tech staff,135000,-230,0
74131869,F,Higher education,Y,House / apartment,Self-employed,1,Sales staff,67500,-620,90000000
74432392,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,Sales staff,81000,-2787,80000000
74432404,M,Higher education,Y,House / apartment,Business Entity Type 3,0,Sales staff,157500,-1805,0
74432439,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Waiters/barmen staff,90000,-1127,20000000
74565403,F,Secondary / secondary special,N,Municipal apartment,Government,1,,463500,-3879,0
74565756,F,Higher education,Y,With parents,Business Entity Type 3,0,High skill tech staff,81000,-169,0
74892253,M,Secondary / secondary special,Y,House / apartment,Other,3,Laborers,157500,-3607,6000000
74891499,M,Secondary / secondary special,N,With parents,Business Entity Type 3,0,Laborers,270000,-2212,20000000
73152353,F,Higher education,Y,House / apartment,Police,0,Core staff,193500,-7975,4000000
73172218,M,Secondary / secondary special,N,House / apartment,Self-employed,0,Laborers,117000,-1576,0
73266145,M,Higher education,Y,With parents,Telecom,1,Core staff,90000,-1235,0
73266147,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,202500,-126,20000000
73115038,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,High skill tech staff,112500,-378,80000000
73266411,F,Secondary / secondary special,Y,House / apartment,Government,0,Core staff,135000,-2541,6000000
76077761,F,Higher education,Y,House / apartment,Self-employed,1,Managers,391500,-472,10000000
74242145,F,Higher education,N,House / apartment,School,0,Core staff,112500,-10460,30000000
73591027,M,Higher education,Y,Municipal apartment,Business Entity Type 3,0,,202500,-868,0
76167365,F,Secondary / secondary special,N,House / apartment,XNA,0,,77400,365243,6000000
76400804,M,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,2000000
76415487,M,Secondary / secondary special,N,House / apartment,Business Entity Type 2,0,Laborers,135000,-11847,20000000
74062576,F,Secondary / secondary special,Y,Rented apartment,Self-employed,2,,103500,-2013,30000000
73648614,F,Secondary / secondary special,Y,House / apartment,Trade: type 3,0,Sales staff,135000,-491,3000000
78619943,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Cooking staff,112500,-803,0
78404507,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,2,,180000,-650,80000000
73797434,F,Secondary / secondary special,Y,Municipal apartment,XNA,0,,112500,365243,0
74225253,M,Secondary / secondary special,Y,House / apartment,XNA,0,,180000,365243,30000000
73448200,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Drivers,121500,-2462,0
73518567,M,Secondary / secondary special,N,House / apartment,Self-employed,0,Laborers,135000,-2883,10000000
79426540,F,Higher education,N,House / apartment,Other,0,,157500,-1089,0
79676628,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Accountants,157500,-1094,0
79678312,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Security staff,112500,-1113,30000000
80123542,M,Secondary / secondary special,N,House / apartment,Medicine,0,Medicine staff,202500,-8822,0
76219604,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,207000,-1849,0
74324183,F,Secondary / secondary special,N,With parents,Government,0,Medicine staff,90000,-1524,80000000
76230143,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Accountants,180000,-4173,0
79097859,M,Higher education,Y,House / apartment,Self-employed,0,Sales staff,112500,-470,0
74475734,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,0
76234371,F,Higher education,Y,House / apartment,Government,1,Core staff,90000,-2532,1000000
74476066,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Drivers,180000,-893,60000000
76234673,M,Secondary / secondary special,Y,House / apartment,School,0,Cleaning staff,45000,-4621,80000000
73890804,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,112500,-1546,80000000
76236548,F,Secondary / secondary special,N,House / apartment,Other,0,Medicine staff,126000,-4161,60000000
76252689,F,Secondary / secondary special,Y,House / apartment,XNA,0,,49500,365243,30000000
74947798,F,Higher education,Y,House / apartment,Business Entity Type 3,0,,180000,-1662,5000000
74947785,F,Higher education,N,House / apartment,School,0,Core staff,261000,-10334,60000000
74947795,F,Secondary / secondary special,Y,House / apartment,School,1,Core staff,110052,-394,0
73000391,M,Higher education,N,Municipal apartment,Government,0,Core staff,81000,-1581,20000000
73068704,M,Incomplete higher,Y,House / apartment,Business Entity Type 3,0,Accountants,450000,-792,0
73114042,M,Incomplete higher,Y,House / apartment,Industry: type 9,0,,225000,-2742,0
73419822,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,80000000
74326326,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Accountants,112500,-7466,0
74953022,F,Secondary / secondary special,Y,House / apartment,Industry: type 3,0,Laborers,180000,-247,0
73372151,M,Secondary / secondary special,Y,House / apartment,Security,0,Security staff,135000,-1640,30000000
73064094,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Drivers,247500,-1718,20000000
73980408,F,Secondary / secondary special,Y,House / apartment,XNA,0,,81000,365243,30000000
73643424,F,Secondary / secondary special,N,Office apartment,Business Entity Type 3,1,Accountants,216000,-2815,30000000
74349611,F,Secondary / secondary special,N,House / apartment,Medicine,1,Secretaries,90000,-2934,10000000
74643219,M,Higher education,N,House / apartment,School,0,Managers,135000,-2886,20000000
74738770,M,Secondary / secondary special,Y,Municipal apartment,Self-employed,2,,202500,-967,30000000
76211614,F,Higher education,Y,House / apartment,Business Entity Type 3,0,,270000,-157,20000000
74211617,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,180000,-8307,0
73362412,M,Higher education,N,House / apartment,Transport: type 2,1,Laborers,225000,-5239,0
74433228,F,Higher education,N,House / apartment,Business Entity Type 3,1,Laborers,270000,-2971,20000000
73061622,F,Secondary / secondary special,Y,House / apartment,Kindergarten,0,Core staff,54000,-8648,20000000
74724951,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 1,0,Laborers,202500,-3621,6000000
74946758,M,Higher education,Y,House / apartment,Other,0,Laborers,211500,-4888,0
76211764,F,Higher education,Y,House / apartment,XNA,0,,180000,365243,30000000
73834864,F,Higher education,N,House / apartment,Business Entity Type 3,0,Accountants,283185,-208,80000000
74695970,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,High skill tech staff,157500,-5092,20000000
74423698,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,0
74423693,F,Incomplete higher,Y,House / apartment,Self-employed,2,Accountants,112500,-3077,0
73269919,F,Higher education,Y,House / apartment,Other,0,,135000,-2667,10000000
77039845,F,Secondary / secondary special,Y,Municipal apartment,Trade: type 7,0,Sales staff,90000,-3050,60000000
73125066,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,,90000,-219,6000000
77553904,F,Secondary / secondary special,Y,House / apartment,XNA,0,,144000,365243,10000000
73752693,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,166500,-12478,10000000
74228438,M,Lower secondary,N,Municipal apartment,Business Entity Type 1,2,Laborers,270000,-4545,20000000
73849402,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Managers,463500,-1126,0
74288285,M,Secondary / secondary special,Y,House / apartment,Other,0,Drivers,225000,-1007,30000000
73998041,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Managers,135000,-2190,6000000
75612858,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Laborers,112500,-719,50000000
74965637,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,,216000,-4887,4000000
74054906,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,1,Sales staff,180000,-1177,0
74301997,F,Higher education,Y,House / apartment,XNA,0,,225000,365243,0
76028615,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,2,Laborers,67500,-7581,0
74468626,M,Higher education,Y,House / apartment,Business Entity Type 3,0,Core staff,202500,-872,20000000
75038788,F,Higher education,Y,House / apartment,Business Entity Type 3,2,Core staff,112500,-403,5000000
73733618,F,Secondary / secondary special,N,House / apartment,XNA,1,,90000,365243,80000000
73747835,M,Secondary / secondary special,Y,House / apartment,Other,0,Security staff,157500,-2617,50000000
74578323,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,30000000
74410924,F,Higher education,Y,House / apartment,School,1,,157500,-248,30000000
74058824,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,30000000
82438534,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,1,High skill tech staff,157500,-2468,0
82503580,M,Secondary / secondary special,N,With parents,Trade: type 7,1,Drivers,157500,-3294,20000000
82532776,M,Secondary / secondary special,Y,House / apartment,Industry: type 7,0,Laborers,90000,-911,30000000
81879198,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Drivers,270000,-1218,0
77045172,M,Secondary / secondary special,N,House / apartment,Self-employed,1,,135000,-574,0
82589533,F,Higher education,Y,House / apartment,XNA,0,,157500,365243,20000000
82606364,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Laborers,202500,-1179,0
82615204,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,63000,-1351,30000000
82649562,M,Secondary / secondary special,Y,House / apartment,Industry: type 9,2,Laborers,135000,-1912,0
82654486,F,Secondary / secondary special,N,House / apartment,Business Entity Type 1,0,Laborers,360000,-251,60000000
82656094,M,Secondary / secondary special,Y,House / apartment,Other,2,Laborers,90000,-2543,0
75989054,M,Secondary / secondary special,Y,With parents,Transport: type 4,1,Laborers,157500,-1315,30000000
79585618,F,Secondary / secondary special,Y,House / apartment,Security Ministries,2,,180000,-6313,30000000
75581179,F,Higher education,Y,House / apartment,Self-employed,0,Core staff,112500,-1891,10000000
78518423,F,Higher education,Y,House / apartment,XNA,0,,135000,365243,80000000
73873988,M,Secondary / secondary special,Y,Municipal apartment,Other,1,High skill tech staff,112500,-111,90000000
75617580,F,Higher education,Y,House / apartment,Industry: type 4,0,,189000,-2270,80000000
75617507,F,Higher education,Y,House / apartment,Transport: type 4,0,Managers,612000,-147,90000000
74470012,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,2,Core staff,180000,-1630,30000000
76229460,F,Secondary / secondary special,Y,House / apartment,Other,0,Medicine staff,45000,-467,30000000
76229450,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,90000,-5531,10000000
73890809,F,Secondary / secondary special,Y,House / apartment,XNA,0,,157500,365243,60000000
73890805,M,Secondary / secondary special,N,House / apartment,Trade: type 3,0,Laborers,135000,-1514,0
79189810,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,2,Laborers,135000,-781,20000000
74479410,F,Secondary / secondary special,Y,House / apartment,XNA,0,,202500,365243,0
73028420,F,Secondary / secondary special,Y,House / apartment,School,0,,99000,-8626,0
73097958,F,Secondary / secondary special,N,House / apartment,Government,1,Managers,121500,-899,0
73098031,M,Higher education,Y,House / apartment,Business Entity Type 3,0,Managers,405000,-2747,10000000
76445429,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,180000,-232,0
76483484,M,Secondary / secondary special,Y,With parents,Self-employed,0,Low-skill Laborers,162000,-903,0
76486131,M,Higher education,Y,House / apartment,Construction,0,High skill tech staff,112500,-598,0
76716429,F,Secondary / secondary special,N,House / apartment,Medicine,0,Medicine staff,360000,-6791,0
80023556,F,Higher education,Y,House / apartment,Business Entity Type 3,1,Laborers,99000,-1374,0
73868287,F,Higher education,N,House / apartment,Industry: type 3,0,Core staff,360000,-3309,0
80299937,F,Higher education,Y,House / apartment,Self-employed,1,Sales staff,157500,-1635,50000000
80407765,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,135000,-3999,0
80407953,F,Secondary / secondary special,N,House / apartment,XNA,0,,42750,365243,30000000
80443643,F,Secondary / secondary special,Y,House / apartment,Self-employed,2,Sales staff,121500,-932,60000000
77772760,M,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,6000000
80545301,M,Secondary / secondary special,Y,House / apartment,Housing,0,Laborers,225000,-12248,0
78027111,F,Higher education,N,With parents,Business Entity Type 3,0,Core staff,135000,-139,30000000
80545843,F,Higher education,Y,House / apartment,Kindergarten,0,Core staff,112500,-1140,0
80544410,F,Higher education,Y,House / apartment,Industry: type 5,0,,99000,-552,10000000
78657301,M,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,Drivers,270000,-1140,30000000
80595886,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Sales staff,225000,-911,10000000
80596320,M,Higher education,N,House / apartment,XNA,0,,96750,365243,20000000
80618330,F,Secondary / secondary special,Y,House / apartment,Industry: type 1,0,Laborers,225000,-11486,0
80653801,F,Secondary / secondary special,Y,House / apartment,XNA,0,,157500,365243,0
74636199,F,Secondary / secondary special,Y,House / apartment,School,0,Cooking staff,135000,-2512,0
76599167,F,Secondary / secondary special,Y,House / apartment,Government,0,,202500,-1543,10000000
76603352,M,Higher education,N,House / apartment,XNA,0,,180000,365243,30000000
76709261,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Managers,270000,-1724,0
77579205,M,Higher education,Y,House / apartment,Business Entity Type 3,1,Laborers,153000,-133,0
78327993,F,Secondary / secondary special,N,House / apartment,XNA,0,,81000,365243,10000000
74883900,F,Secondary / secondary special,N,Municipal apartment,Business Entity Type 3,0,Cleaning staff,135000,-2978,60000000
75141024,F,Higher education,Y,House / apartment,Self-employed,1,Sales staff,180000,-962,0
74470035,F,Secondary / secondary special,N,Rented apartment,Self-employed,0,Sales staff,90000,-928,20000000
75479026,M,Higher education,N,House / apartment,XNA,0,,180000,365243,0
79146317,M,Secondary / secondary special,Y,House / apartment,XNA,0,,180000,365243,0
78698445,F,Secondary / secondary special,Y,House / apartment,Bank,0,Cleaning staff,288000,-2735,0
79351174,M,Secondary / secondary special,N,House / apartment,Trade: type 7,1,Core staff,112500,-800,20000000
77036916,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Managers,360000,-4027,0
79180552,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,50000000
76422981,M,Secondary / secondary special,Y,House / apartment,Construction,0,Laborers,90000,-1145,0
76490460,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Laborers,270000,-200,0
79253222,F,Secondary / secondary special,Y,Co-op apartment,Business Entity Type 3,0,High skill tech staff,202500,-5649,0
77265542,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Waiters/barmen staff,45000,-1338,80000000
79528482,F,Secondary / secondary special,N,Municipal apartment,Self-employed,2,Sales staff,139500,-4814,30000000
76330412,F,Secondary / secondary special,Y,House / apartment,Other,1,Cooking staff,202500,-3133,0
73747661,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,,90000,-728,6000000
73561974,F,Lower secondary,Y,House / apartment,XNA,0,,90000,365243,30000000
74662665,M,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,,225000,-172,0
74174867,F,Secondary / secondary special,N,With parents,Business Entity Type 3,0,Sales staff,130500,-503,0
74174873,F,Secondary / secondary special,N,House / apartment,Services,1,Private service staff,112500,-1268,0
74257231,F,Secondary / secondary special,Y,House / apartment,School,0,,166500,-7489,20000000
74768115,F,Secondary / secondary special,Y,House / apartment,Housing,0,Sales staff,162000,-176,0
73259717,F,Secondary / secondary special,Y,House / apartment,XNA,0,,60750,365243,60000000
74907948,F,Secondary / secondary special,Y,House / apartment,Medicine,1,Medicine staff,90000,-8749,4000000
75434391,F,Lower secondary,N,Municipal apartment,Other,0,Cleaning staff,54000,-825,0
75663774,M,Incomplete higher,Y,House / apartment,Industry: type 7,1,Laborers,135000,-586,20000000
76100534,F,Secondary / secondary special,Y,House / apartment,School,0,,135000,-1351,0
76148746,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,0
79128918,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Accountants,270000,-850,5000000
74716868,M,Higher education,N,House / apartment,Other,0,Drivers,270000,-1246,0
76585445,M,Secondary / secondary special,N,With parents,Medicine,0,Core staff,90000,-3857,20000000
76378186,M,Secondary / secondary special,Y,With parents,Business Entity Type 3,0,Laborers,180000,-1254,6000000
78209929,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,0
76618834,M,Higher education,Y,With parents,Construction,0,IT staff,675000,-268,30000000
78365263,F,Secondary / secondary special,N,House / apartment,Restaurant,0,Cooking staff,157500,-2393,6000000
74697648,F,Higher education,Y,House / apartment,Business Entity Type 2,2,Laborers,135000,-4752,0
73101136,F,Incomplete higher,N,House / apartment,Business Entity Type 1,0,Laborers,76500,-187,10000000
73101106,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,2,,162000,-1376,5000000
74511051,F,Secondary / secondary special,Y,House / apartment,XNA,0,,58500,365243,0
73006193,F,Secondary / secondary special,N,House / apartment,Self-employed,1,Sales staff,135000,-3461,20000000
73662453,M,Higher education,N,Rented apartment,Government,0,,187200,-310,80000000
74528627,F,Higher education,N,House / apartment,Business Entity Type 3,0,Managers,315000,-1246,0
74964748,M,Secondary / secondary special,Y,House / apartment,Construction,0,Drivers,247500,-972,0
76532346,F,Secondary / secondary special,N,With parents,Security Ministries,2,Cooking staff,243000,-2473,4000000
74775776,M,Secondary / secondary special,N,House / apartment,Self-employed,3,Laborers,90000,-1941,0
77816555,F,Secondary / secondary special,N,House / apartment,Industry: type 3,1,Laborers,135000,-384,20000000
75024857,M,Secondary / secondary special,N,House / apartment,Industry: type 2,0,Low-skill Laborers,81000,-158,0
75132429,F,Secondary / secondary special,Y,House / apartment,XNA,0,,171000,365243,0
78594869,F,Higher education,Y,House / apartment,XNA,0,,171000,365243,5000000
76541281,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,135000,-2819,0
74944896,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,2,Managers,270000,-824,4000000
74888203,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 1,1,,112500,-1495,6000000
74937213,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,112500,-2479,50000000
74936860,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,562500,-3001,50000000
75155474,M,Secondary / secondary special,N,With parents,Industry: type 1,0,Laborers,112500,-1657,90000000
78609010,M,Higher education,Y,House / apartment,Trade: type 7,0,Managers,202500,-1436,80000000
75161492,F,Secondary / secondary special,Y,House / apartment,Transport: type 2,0,Core staff,292500,-9397,0
73694273,F,Secondary / secondary special,Y,House / apartment,Medicine,1,Medicine staff,126000,-5947,80000000
73183722,M,Higher education,Y,House / apartment,Telecom,0,Managers,180000,-395,30000000
73165798,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,,90000,-2370,30000000
73695178,M,Secondary / secondary special,N,House / apartment,Industry: type 2,1,Laborers,315000,-1075,0
73279444,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,20000000
74284986,F,Secondary / secondary special,Y,House / apartment,XNA,0,,180000,365243,0
76186512,M,Secondary / secondary special,Y,House / apartment,XNA,0,,54000,365243,0
73023197,M,Secondary / secondary special,N,Rented apartment,Construction,0,Laborers,180000,-1364,0
74523783,F,Higher education,N,House / apartment,Government,0,Accountants,270000,-860,10000000
79269714,M,Secondary / secondary special,Y,House / apartment,Other,0,High skill tech staff,247500,-1621,0
79281365,M,Secondary / secondary special,N,Office apartment,Business Entity Type 3,1,,157500,-172,30000000
